CompName,Expt,Mannhold_LogP,Atomic_Polarizabilities,Aromatic_Atoms_Count,Aromatic_Bonds_Count,Element_Count,Bond_Polarizabilities,Bond_Count,Eccentric_Connectivity_Index,Fragment_Complexity,VABC_Volume_Descriptor,Hydrogen_Bond_Acceptors,Hydrogen_Bond_Donors,Largest_Chain,Largest_Pi_Chain,Petitjean_Number,Rotatable_Bonds_Count,Lipinski's_Rule_of_Five,Topological_Polar_Surface_Area,Vertex_adjacency_information_magnitude,Molecular_Weight,XLogP,Zagreb_Index,Formal_Charge,Formal_Charge_(pos),Formal_Charge_(neg),Heavy_Atoms_Count,Molar_Mass,SP3_Character
train336,1,2.78,45.1683,17,17,35,19.2517,25,346,982.05,255.9323,3,0,0,19,0.4444,3,1,43.07,5.6439,308.0829,5.5,122,0,0,0,22,308.7655,0.0571
train337,1,3.55,51.6362,12,12,44,27.1238,23,331,1696.01,288.1483,1,0,5,14,0.4444,5,0,3.24,5.5236,277.183,4.926,108,0,0,0,21,277.4041,0.1364
train338,1,1.46,16.6692,9,10,14,7.6728,11,79,135.05,90.7549,3,2,0,10,0.25,1,0,74.69,4.4594,136.0385,0.905,52,0,0,0,10,136.1117,0
train339,1,2.34,30.3635,11,11,26,16.7165,15,161,547.03,180.8008,0,0,0,12,0.4286,3,0,26.93,4.9069,188.095,1.321,72,0,0,0,14,188.2262,0.0769
train340,1,2.01,24.3823,6,6,21,12.5777,13,123,285.04,162.9425,3,1,3,12,0.5,5,0,63.6,4.7004,180.0423,1.422,60,0,0,0,13,180.1578,0.0476
train341,1,1.24,24.0651,0,0,21,13.9149,11,129,268.07,170.7563,3,1,9,6,0.5,7,0,61.77,4.4594,213.0072,0.886,46,0,0,0,12,214.0499,0.1905
train342,1,1.68,26.7519,9,10,24,20.1081,15,137,443.06,162.3331,1,0,0,11,0.3333,3,0,61.82,4.9069,194.0804,1.552,76,0,0,0,14,194.1909,0.125
train343,1,2.78,37.4035,12,12,30,15.3965,20,223,718.03,218.8189,3,1,3,18,0.4286,0,0,46.33,5.3219,236.095,2.296,96,0,0,0,18,236.2691,0
train344,1,2.89,49.8691,12,12,40,27.4309,23,332,1344.04,283.6137,2,0,5,13,0.4444,7,0,31.78,5.5236,318.0957,4.923,110,0,0,0,21,318.8658,0.125
train345,1,3.22,60.9474,12,12,53,35.8126,28,634,2375.05,351.869,4,1,6,6,0.4667,10,0,35.94,5.8074,374.1761,2.714,128,0,0,0,26,374.905,0.1698
train346,1,2.67,36.4863,6,6,33,20.6357,15,203,879.02,217.1824,2,1,4,6,0.4444,8,0,37.3,4.9069,206.1307,3.641,70,0,0,0,15,206.2813,0.1818
train347,1,3,45.8891,12,12,39,26.0509,23,280,1384.03,248.5339,3,0,0,7,0.375,1,0,19.37,5.5236,265.1579,3.016,112,0,0,0,20,265.3535,0.1538
train348,1,1.79,32.0857,6,6,28,20.0143,18,248,569.07,204.398,3,1,3,7,0.4444,6,0,28.16,5.1699,265.0594,2.867,88,0,0,0,17,265.663,0.1786
train349,1,2.89,41.5771,12,12,33,18.3009,22,269,954.03,233.2457,1,1,0,13,0.375,1,0,21.26,5.4594,271.0764,3.171,108,0,0,0,19,271.742,0.1212
train350,1,3.11,47.0531,12,12,40,23.3469,24,280,1429.03,261.4168,2,2,0,13,0.2857,2,0,41.49,5.585,281.1416,2.186,120,0,0,0,21,281.3496,0.15
train351,1,3,43.5907,15,16,36,18.7473,22,327,1064.03,242.5109,1,1,5,15,0.5,5,0,52.05,5.4594,264.1263,4.167,104,0,0,0,20,264.3224,0.0556
train352,1,3.22,50.1467,12,12,43,26.8533,25,304,1654.03,278.7128,2,1,0,13,0.375,3,0,32.7,5.6439,295.1572,2.425,126,0,0,0,22,295.3763,0.1628
train353,1,3,44.6707,12,12,36,21.8073,23,284,1141.03,250.5417,1,0,0,13,0.375,2,0,12.47,5.5236,285.092,3.41,114,0,0,0,20,285.7686,0.1389
train354,1,2.56,39.7187,12,12,31,15.3833,22,277,709.05,242.8202,4,2,0,17,0.5,3,0,61.69,5.4594,286.0509,3.273,106,0,0,0,20,286.7135,0.0323
train355,1,3.22,65.0444,15,16,57,38.8736,34,887,2851.07,371.9617,2,0,2,9,0.4706,6,0,64.16,6.0875,410.2118,3.725,166,0,0,0,30,410.4854,0.2105
train356,1,3.11,55.4402,12,12,48,32.6378,28,565,2001.05,315.3658,4,1,3,17,0.4615,6,0,44.81,5.8074,337.179,3.434,140,0,0,0,25,337.4163,0.1458
train357,1,2.56,45.3067,6,6,41,30.4513,22,330,1469.05,260.0518,4,1,4,11,0.5,6,0,44.81,5.4594,275.1634,1.868,112,0,0,0,20,275.3467,0.1951
train358,1,3,48.3559,12,12,40,28.1041,22,315,1384.03,268.4026,2,0,5,13,0.4444,6,0,31.78,5.4594,284.1347,4.301,104,0,0,0,20,284.4208,0.125
train359,1,3.33,62.2966,12,12,51,36.9434,28,477,2316.04,343.7391,2,0,2,13,0.4545,6,1,57.08,5.8074,370.1537,5.944,134,0,0,0,25,370.5775,0.1765
train360,1,2.12,25.6859,0,0,25,18.3141,9,79,486.02,160.5501,2,0,7,2,0.5,8,0,40.13,4.1699,143.1072,2.261,38,-1,0,-1,10,143.2038,0.28
train361,1,2.78,47.1873,17,17,37,20.4547,27,400,1048.06,277.0894,3,1,2,19,0.5,5,0,50.41,5.7549,341.0731,3.537,132,0,0,0,24,341.7673,0.0541
train362,1,1.35,12.0604,0,0,8,4.5396,4,12,29.03,88.7816,0,0,3,0,0.5,4,0,0,3,131.93,2.469,20,0,0,0,5,133.4041,0.25
train363,1,1.24,8.7046,0,0,8,6.2154,5,24,19.04,76.5622,0,0,4,0,0.3333,5,0,0,3.3219,117.9797,2.4,24,0,0,0,6,118.4855,0.25
train364,1,2.12,19.8951,0,0,20,15.3049,5,31,331,112.3324,0,0,5,0,0.5,5,0,0,3.3219,86.1096,3.693,20,0,0,0,6,86.1756,0.3
train365,1,1.79,14.5099,0,0,15,10.9321,4,19,176.01,86.5306,1,1,4,0,0.3333,4,0,20.23,3,74.0732,0.579,16,0,0,0,5,74.1218,0.2667
train366,1,2.12,19.8951,0,0,20,15.3049,5,24,331,112.3324,0,0,4,0,0.3333,5,0,0,3.3219,86.1096,3.73,24,0,0,0,6,86.1756,0.3
train367,1,2.12,19.8951,0,0,20,15.3049,5,29,331,112.3324,0,0,5,0,0.5,5,0,0,3.3219,86.1096,3.693,20,0,0,0,6,86.1756,0.3
train368,1,2.78,47.1873,17,17,37,20.4547,27,374,1048.06,277.0894,3,1,0,19,0.4444,5,0,50.41,5.7549,341.0731,4.213,134,0,0,0,24,341.7673,0.0541
train369,1,2.01,22.7851,6,6,20,11.4569,11,115,290.03,141.6993,2,2,3,10,0.4286,3,0,49.33,4.4594,151.0633,0.87,50,0,0,0,11,151.1629,0.05
train370,1,2.12,35.9683,0,0,34,23.8717,16,186,916.05,226.9107,5,2,4,8,0.5,7,0,75.27,5,226.1317,2.079,78,0,0,0,16,226.2726,0.2353
train371,1,3.22,58.6072,12,12,49,30.5748,28,721,1951.05,348.3759,3,1,5,8,0.4706,9,0,40.54,5.8074,419.0896,4.196,134,0,0,0,26,420.3155,0.1633
train372,1,1.79,13.1763,0,0,13,9.7037,4,19,124.01,83.8942,1,0,4,1,0.3333,3,0,17.07,3,72.0575,0.438,16,0,0,0,5,72.1059,0.2308
train373,1,2.67,42.8123,12,12,34,20.5077,23,290,876.05,260.1162,4,0,0,18,0.5,3,0,40.62,5.5236,300.0666,2.283,112,0,0,0,21,300.7402,0.0588
train374,1,1.79,9.2808,0,0,9,6.5592,3,6,75,48.088,0,0,0,0,0,0,0,0,2.585,42.047,1.707,12,0,0,0,3,42.0799,0.3333
train375,1,3.11,45.4559,12,12,39,23.1841,21,262,1339.02,249.8936,2,1,4,13,0.5,4,0,29.26,5.3923,252.1626,3.401,98,0,0,0,19,252.3547,0.1282
train376,1,2.78,42.0103,12,12,33,18.8897,22,279,845.04,251.326,3,0,0,17,0.5,3,0,32.67,5.4594,284.0716,2.918,106,0,0,0,20,284.7408,0.0606
train377,1,1.35,7.4536,0,0,5,3.0264,2,6,10.02,56.2746,0,0,3,0,0.5,2,0,0,2,83.9534,1.519,6,0,0,0,3,84.9325,0.2
train378,1,1.02,12.3806,0,0,12,10.5374,9,70,31.07,114.7835,1,0,6,0,0.4,9,0,9.23,4.1699,183.9714,2.488,44,0,0,0,10,184.4924,0.25
train379,1,1.57,8.3228,0,0,9,6.5592,2,6,58.01,51.9387,1,1,3,0,0.5,2,0,20.23,2,46.0419,-0.076,6,0,0,0,3,46.0685,0.2222
train380,1,2.34,20.7479,6,6,18,10.9321,8,60,268,115.7585,0,0,2,6,0.4,2,0,0,4,106.0783,2.923,34,0,0,0,8,106.1653,0.1111
train381,1,2.34,41.9981,11,11,36,25.6199,24,377,982.07,256.1002,5,0,5,17,0.4545,6,0,64.43,5.585,303.1019,2.915,118,0,0,0,22,303.2889,0.1111
train382,1,3,64.7296,12,12,56,40.2524,33,782,2611.08,380.5157,4,1,3,13,0.4667,11,0,55.25,6.0444,437.1749,4.16,160,0,0,0,30,437.5235,0.1786
train383,1,1.46,12.847,0,0,13,10.991,7,56,88.04,102.0968,1,0,6,3,0.4,6,0,9.23,3.8074,126.0292,2.249,32,0,0,0,8,126.0773,0.1538
train384,1,3.22,57.7372,12,12,49,29.7048,28,721,1951.05,344.3034,3,1,5,8,0.4706,9,0,40.54,5.8074,375.1401,4.02,134,0,0,0,26,375.8649,0.1633
train385,1,2.23,22.9887,0,0,23,17.4913,6,54,442,129.6284,0,0,7,0,0.5,6,0,0,3.585,100.1252,4.323,22,0,0,0,7,100.2022,0.3043
train386,1,2.12,19.8951,0,0,20,15.3049,5,38,331,112.3324,0,0,6,0,0.4,5,0,0,3.3219,86.1096,3.754,18,0,0,0,6,86.1756,0.3
train387,1,1.02,12.3806,0,0,12,10.5374,9,72,31.07,114.7835,1,0,6,0,0.4,9,0,9.23,4.1699,183.9714,2.603,44,0,0,0,10,184.4924,0.25
train388,1,1.24,14.2232,0,0,12,9.5348,7,41,65.05,111.7919,1,0,5,0,0.5,7,0,9.23,3.8074,163.9607,1.911,34,0,0,0,8,164.9661,0.25
train389,1,2.12,18.5615,0,0,18,13.1185,6,29,294,99.9759,0,0,0,0,0.3333,1,0,0,3.585,84.0939,3.353,26,0,0,0,6,84.1597,0.3333
train390,1,2.78,46.7755,12,12,37,23.9245,22,315,1141.04,266.3177,2,1,5,13,0.4444,6,0,40.57,5.4594,304.0801,4.684,104,0,0,0,20,304.8392,0.1081
train391,1,2.67,43.6819,12,12,34,20.4181,21,263,954.04,249.0217,2,1,4,13,0.5,5,0,54.56,5.3923,290.0644,4.294,100,0,0,0,19,290.8126,0.0882
train392,1,2.56,55.2228,6,6,51,39.1572,28,665,2159.08,332.3489,5,0,4,7,0.4667,10,0,39.68,5.8074,370.198,2.731,134,0,0,0,26,370.4132,0.2353
train393,1,2.01,16.8015,0,0,17,13.1185,4,24,236,95.0364,0,0,5,0,0.5,4,0,0,3,72.0939,3.185,14,0,0,0,5,72.149,0.2941
train394,1,3.11,50.5799,12,12,43,26.4201,25,380,1519.04,296.7931,4,0,4,18,0.4,6,0,40.62,5.6439,308.1525,3.71,118,0,0,0,23,308.375,0.1163
train395,1,1.68,11.4163,0,0,12,8.7457,3,14,109.01,69.2346,1,1,4,0,0.3333,3,0,20.23,2.585,60.0575,0.282,10,0,0,0,4,60.0951,0.25
train396,1,2.89,44.8667,10,11,40,25.5333,20,345,1339.03,254.1742,2,2,7,11,0.4545,9,0,41.49,5.3219,259.1572,3.028,92,0,0,0,19,259.344,0.15
train397,1,2.34,46.3415,10,10,39,29.9765,24,341,1219.07,271.1781,5,0,5,16,0.4444,7,0,92.67,5.585,319.0991,2.844,122,0,0,0,22,319.3804,0.1538
train398,1,2.89,47.165,6,6,43,29.835,20,313,1594.03,269.9172,3,1,7,9,0.5,9,0,32.34,5.3219,260.1889,2.254,92,0,0,0,19,260.3752,0.2093
train399,1,1.24,12.5584,0,0,11,9.3816,7,45,44.05,103.9983,0,0,5,0,0.5,7,0,0,3.8074,193.9354,3.377,34,0,0,0,8,194.9532,0.2727
train400,1,2.12,38.0663,0,0,34,24.0537,16,182,916.05,236.6295,4,2,5,8,0.5,7,0,90.29,5,242.1089,2.33,78,0,0,0,16,242.3393,0.2353
train401,1,2.23,17.6543,6,6,15,8.7457,7,45,183,98.4625,0,0,0,6,0.25,1,0,0,3.8074,92.0626,2.459,30,0,0,0,7,92.1387,0.0667
train402,1,2.67,46.6815,17,17,35,18.5785,26,361,938.06,271.1434,3,0,0,19,0.4444,4,1,43.07,5.7004,342.0439,6.122,128,0,0,0,23,343.2105,0.0571
train403,1,3,60.834,12,12,52,38.066,31,638,2269.07,354.4295,3,0,3,13,0.4615,9,0,35.02,5.9542,407.1643,4.869,152,0,0,0,28,407.4974,0.1731
train404,1,1.35,10.7268,0,0,6,2.3532,4,19,5.03,86.1452,0,0,4,2,0.3333,3,0,0,3,129.9144,2.642,16,0,0,0,5,131.3882,0
train405,1,1.24,8.9668,0,0,5,2.3532,3,9,4.03,71.4856,0,0,3,0,0.5,3,0,0,2.585,117.9144,2.074,12,0,0,0,4,119.3775,0.2
train406,1,2.12,24.2815,6,6,22,15.0985,10,107,394.02,137.752,2,1,4,6,0.4286,4,0,24.92,4.3219,136.1,0.529,42,0,0,0,10,136.1946,0.1364
train407,1,2.23,27.3751,6,6,25,18.6049,11,120,515.02,155.048,2,0,4,6,0.4286,5,0,16.13,4.4594,150.1157,0.768,48,0,0,0,11,150.2212,0.16
train408,1,1.68,19.2343,5,5,16,11.6857,8,64,200.03,107.0096,2,1,3,5,0.4,3,0,67.15,4,128.0408,-0.493,34,0,0,0,8,128.1967,0.125
train409,1,2.34,20.7479,6,6,18,10.9321,8,54,268,115.7585,0,0,0,6,0.25,2,0,0,4,106.0783,2.896,36,0,0,0,8,106.1653,0.1111
train410,1,2.34,20.7479,6,6,18,10.9321,8,54,268,115.7585,0,0,0,6,0.25,2,0,0,4,106.0783,2.896,36,0,0,0,8,106.1653,0.1111
train411,1,2.34,20.7479,6,6,18,10.9321,8,58,268,115.7585,0,0,0,6,0.4,2,0,0,4,106.0783,2.896,36,0,0,0,8,106.1653,0.1111
train412,1,1.68,11.4163,0,0,12,8.7457,3,9,109.01,69.2346,1,1,3,0,0.5,3,0,20.23,2.585,60.0575,0.384,12,0,0,0,4,60.0951,0.25
train413,1,2.67,38.2055,12,12,31,17.3125,22,245,814.04,217.8892,4,1,3,16,0.4286,0,0,58.86,5.4594,252.0899,1.498,110,0,0,0,19,252.2685,0.0645
train414,1,3.99,64.765,22,23,53,29.175,32,631,2324.03,364.3725,3,1,6,19,0.4615,7,1,41.99,6,380.1889,6.379,152,0,0,0,29,380.4825,0.0755
train415,1,2.89,56.7474,6,6,50,35.2106,23,497,1994.05,345.0812,3,0,7,7,0.5,16,2,29.54,5.5236,359.1419,5.547,106,0,0,0,23,360.319,0.22
train416,1,2.78,54.5467,12,12,47,32.7933,29,511,1850.07,317.4269,7,1,3,18,0.4545,3,0,68.78,5.858,351.1695,0.577,140,0,0,0,26,351.4031,0.1277
train417,1,1.46,44.2023,5,5,38,27.5377,20,431,1064.1,262.1603,8,6,9,9,0.5,11,1,166.32,5.3219,314.1096,0.608,88,0,0,0,20,314.4361,0.1053
train418,1,3.11,47.7643,12,12,39,23.9937,24,309,1344.03,267.8376,1,0,0,13,0.375,2,0,12.47,5.585,299.1077,3.768,118,0,0,0,21,299.7952,0.1538
train419,1,3,44.6707,12,12,36,20.4873,23,285,1141.03,250.5417,1,1,0,13,0.375,1,0,21.26,5.5236,285.092,3.529,112,0,0,0,20,285.7686,0.1389
train420,1,2.01,39.3591,11,11,33,21.4809,20,385,814.07,233.8531,2,2,5,9,0.5,8,0,109.15,5.3219,278.0837,4.208,90,0,1,-1,19,278.3317,0.0909
train421,1,2.78,61.0142,11,11,54,36.7858,27,543,2375.07,354.925,2,2,6,9,0.4615,15,1,109.15,5.7549,376.1933,6.372,136,0,1,-1,26,376.518,0.1852
train422,1,2.78,52.9326,5,5,51,36.4654,20,224,2221.04,298.5433,3,2,5,5,0.4286,15,0,68.42,5.3219,281.2467,2.18,108,0,0,0,20,281.4375,0.2353
train423,1,2.78,44.4402,6,6,41,29.0398,19,339,1458.03,253.0511,2,1,5,7,0.5,7,0,32.7,5.2479,249.1729,2.201,84,0,0,0,18,249.3492,0.2195
train424,1,3.22,57.3054,12,12,51,35.3926,26,644,2257.04,321.5685,3,1,5,7,0.5,8,0,37.39,5.7004,325.2154,3.844,116,0,0,0,24,325.4486,0.1765
train425,1,2.89,55.3518,11,11,48,35.4862,25,583,1994.05,308.122,3,1,5,7,0.4667,8,0,65.63,5.6439,331.1718,2.94,112,0,0,0,23,331.4774,0.1875
train426,1,3.33,58.1006,12,12,51,33.5754,28,527,2316.04,324.3015,2,2,2,8,0.5,6,0,42.52,5.8074,338.1994,3.18,132,0,0,0,25,338.4441,0.1765
train427,1,1.9,29.5011,9,10,23,11.9989,15,172,394.05,170.574,2,1,3,9,0.5,5,0,43.84,4.9069,229.0174,2.421,72,0,0,0,14,230.0941,0.087
train428,1,1.46,29.3207,9,10,27,19.5193,17,239,544.08,182.1201,5,3,5,11,0.4444,6,0,119.05,5.0875,225.0862,-0.749,80,0,0,0,16,225.205,0.1111
train429,1,2.34,25.6083,6,6,23,13.5517,10,92,439.01,144.0512,1,1,3,6,0.5,4,0,26.02,4.3219,135.1048,1.762,44,0,0,0,10,135.2066,0.1304
train430,1,1.9,83.3181,0,0,83,53.6499,42,958,5665.18,518.619,18,13,6,3,0.4667,22,3,331.94,6.3923,585.2857,-6.562,206,0,0,0,40,585.6034,0.253
train431,1,1.57,31.8183,6,6,30,19.7257,18,240,689.08,208.5394,6,4,2,8,0.4444,6,0,130.83,5.1699,243.0855,-0.985,88,0,0,0,17,243.217,0.1667
train432,1,1.35,24.6299,5,5,23,15.1901,13,143,373.07,153.3009,6,2,4,11,0.4286,5,0,99.73,4.7004,182.0916,-1.078,60,0,0,0,13,182.1834,0.087
train433,1,2.56,39.7187,12,12,31,17.0013,22,275,709.05,242.8202,4,1,0,18,0.5,2,0,49.41,5.4594,286.0509,2.141,106,0,0,0,20,286.7135,0.0323
train434,1,2.67,38.9167,12,12,30,15.3833,21,264,682.04,234.03,3,1,0,17,0.5,2,0,41.46,5.3923,270.056,2.776,100,0,0,0,19,270.7141,0.0333
train435,1,2.89,45.2623,12,12,37,24.5977,21,298,1179.03,251.1066,2,1,5,13,0.4444,5,0,40.57,5.3923,270.1191,4.062,98,0,0,0,19,270.3942,0.1081
train436,1,3.22,50.2518,6,6,45,31.2262,23,300,1924.02,271.436,1,0,2,7,0.4444,3,0,12.47,5.5236,271.1936,3.612,116,0,0,0,20,271.3979,0.2667
train437,1,2.78,63.339,6,6,56,30.431,35,578,2489.1,399.966,9,6,3,12,0.4545,10,1,181.62,6.1293,444.1533,0.347,184,0,0,0,32,444.4354,0.1607
train438,1,2.01,25.8479,6,6,21,12.7321,11,101,331.03,153.6246,2,1,3,9,0.5,4,0,71,4.4594,166.0565,0.793,50,0,0,0,11,166.2448,0.0952
train439,1,1.02,43.4195,5,5,37,29.6205,20,406,989.12,257.934,9,6,8,9,0.4615,11,1,213.03,5.3219,339.0606,-1.469,94,0,0,0,20,339.4649,0.0811
train440,1,1.9,39.3975,16,16,34,22.1245,24,341,834.09,232.0856,5,1,3,6,0.4444,8,0,81.65,5.585,306.1041,0.383,116,0,0,0,22,306.2713,0.0882
train441,1,2.12,29.8795,0,0,29,18.8825,12,108,709.03,177.8046,3,2,3,3,0.5,5,0,63.32,4.585,171.1259,1.391,56,0,0,0,12,171.2371,0.2759
train442,1,1.79,37.6367,5,5,35,24.6873,21,293,1027.08,222.0815,7,4,2,8,0.4444,5,0,112.13,5.3923,268.1172,-0.796,102,0,0,0,19,268.2696,0.2
train443,1,2.78,43.1067,6,6,39,27.8113,19,227,1294.03,250.4147,3,0,5,6,0.5,6,0,29.54,5.2479,247.1572,2.63,90,0,0,0,18,247.3333,0.2051
train444,1,2.23,33.7275,6,6,29,17.3125,18,210,628.05,213.0408,5,2,2,8,0.5,3,0,75.27,5.1699,232.0848,1.317,88,0,0,0,17,232.2357,0.1034
train445,1,4.54,161.4443,10,11,152,106.0757,83,3779,19581.24,979.8062,21,11,7,15,0.4839,35,4,358.2,7.375,1084.4727,-0.394,420,0,0,0,76,1085.1475,0.2632
train446,1,2.23,43.4483,12,12,39,26.7457,22,367,1180.07,258.7263,4,2,2,9,0.4545,10,0,105.51,5.4594,290.1379,0.783,104,0,0,0,21,290.3183,0.1026
train447,1,2.56,53.6789,16,17,45,26.5431,34,665,1531.1,335.7261,5,2,3,21,0.4615,8,0,101.45,6.0875,416.1096,4.766,174,0,0,0,30,416.3541,0.1111
train448,1,1.24,7.4292,0,0,8,4.0108,3,9,37.03,53.9997,3,2,3,4,0.5,0,0,69.11,2.585,60.0324,-1.686,12,0,0,0,4,60.0553,0
train449,1,2.89,48.7622,6,6,44,29.9978,23,393,1696.04,281.4404,4,1,5,6,0.4545,7,0,49.77,5.5236,289.1678,1.828,110,0,0,0,21,289.3701,0.2273
train450,1,4.1,82.6865,6,6,75,50.6335,40,624,5439.05,450.9931,3,2,4,8,0.5,12,0,62.16,6.3219,467.3036,3.565,220,0,0,0,34,467.6412,0.3067
train451,1,2.56,38.9643,6,6,34,21.7157,16,200,916.03,234.6,2,1,6,8,0.5,9,0,29.1,5,239.1077,3.633,78,0,0,0,16,239.7415,0.1765
train452,1,1.24,30.5071,0,0,28,32.0889,13,190,547.08,202.0918,6,0,10,4,0.4444,9,0,103.5,4.7004,246.0232,-1.232,62,0,0,0,14,246.3042,0.2143
train453,1,3,54.4966,10,11,48,32.8034,23,458,1939.04,308.3903,3,1,8,11,0.4615,12,0,28.16,5.5236,319.1815,4.268,106,0,0,0,22,319.8728,0.1875
train454,1,1.57,35.6875,9,10,31,20.7345,21,292,747.09,208.6666,7,3,2,10,0.4444,6,0,119.31,5.3923,285.0629,-0.105,104,0,0,0,19,285.6873,0.1613
train455,1,3.22,53.1562,12,12,45,29.5238,24,348,1747.03,299.6966,2,0,5,13,0.4444,7,0,6.48,5.585,314.155,4.652,114,0,0,0,22,314.853,0.1556
train456,1,1.68,19.3296,6,6,17,8.6104,10,90,199.04,120.3106,4,2,4,10,0.5,2,0,68.01,4.3219,137.0589,-0.823,44,0,0,0,10,137.1395,0
train457,1,2.89,39.9011,12,12,33,17.2209,20,304,814.03,244.0583,3,1,4,14,0.5,6,0,54.37,5.3219,254.0943,3.217,94,0,0,0,19,254.2812,0.0606
train458,1,2.89,67.3974,6,6,60,35.6906,36,636,2913.1,419.4685,9,5,3,13,0.5,11,0,164.63,6.1699,457.1849,1.082,188,0,0,0,33,457.4773,0.1667
train459,1,1.57,16.236,6,6,14,8.404,9,69,124.04,103.0146,4,1,3,9,0.4,1,0,68.87,4.1699,123.0433,-1.506,40,0,0,0,9,123.1129,0
train460,1,2.01,28.3123,6,6,26,21.0457,13,144,520.04,171.3102,2,0,4,10,0.4286,5,0,33.42,4.7004,181.0977,1.978,60,1,1,0,13,181.2121,0.1154
train461,1,2.23,36.3683,12,12,30,15.9517,18,241,689.05,212.9747,4,2,2,14,0.4444,6,0,77.82,5.1699,248.0829,2.681,86,0,0,0,17,248.7118,0.0667
train462,1,1.35,30.4915,5,5,29,17.3125,18,243,628.09,191.3402,8,4,3,8,0.4444,6,0,143.72,5.1699,244.0808,-1.617,88,0,0,0,17,244.205,0.1724
train463,1,1.02,13.7414,0,0,15,13.6166,11,90,64.08,129.0035,1,0,6,0,0.4,11,0,9.23,4.4594,200.0072,3.177,56,0,0,0,12,200.055,0.2667
train464,1,2.12,41.9619,6,6,38,29.6601,18,300,1138.06,251.8157,5,3,6,10,0.4545,10,0,86.81,5.1699,272.1195,1.051,86,0,0,0,18,272.3654,0.1579
train465,1,1.9,31.0095,6,6,28,19.5905,17,227,601.06,203.412,2,2,2,8,0.4444,4,0,84.32,5.0875,224.0797,0.023,82,0,0,0,16,224.2137,0.1429
train466,1,1.79,33.1719,12,12,27,20.0481,18,268,512.07,199.2612,6,2,3,17,0.5,4,0,106.35,5.1699,250.0524,0.333,86,0,0,0,17,250.2785,0
train467,1,1.9,36.6343,11,11,31,22.6037,19,284,718.07,216.9871,4,2,3,16,0.5,6,0,106.6,5.2479,267.0678,1.474,94,0,0,0,18,267.3057,0.0645
train468,1,1.79,33.5407,11,11,28,20.4173,18,267,569.07,199.6911,4,2,3,16,0.5,5,0,106.6,5.1699,253.0521,1.181,88,0,0,0,17,253.2791,0.0357
train469,1,2.67,34.4151,10,11,29,15.9649,17,189,751.02,183.3461,2,1,0,11,0.4286,1,0,38.91,5.0875,198.1157,2.226,82,0,0,0,15,198.2641,0.1379
train470,1,2.67,42.8123,12,12,34,18.8897,23,292,876.05,260.1162,4,1,0,17,0.5,4,0,52.9,5.5236,300.0666,2.986,112,0,0,0,21,300.7402,0.0588
train471,1,2.01,49.2139,5,5,40,27.4301,27,466,1164.1,314.6428,8,3,5,7,0.4545,9,0,177.55,5.7549,383.0372,1.51,138,-1,0,-1,25,383.4222,0.15
train472,1,1.79,30.2143,6,6,28,19.7257,16,212,631.06,190.959,4,2,2,8,0.4444,4,0,90.37,5,211.0957,0.217,76,0,0,0,15,211.2182,0.1786
train473,1,2.12,62.5167,12,12,55,34.6453,36,1046,2127.14,405.1146,13,5,8,12,0.4737,13,1,225.76,6.1699,471.1502,-3.559,172,-2,0,-2,34,471.4242,0.1091
train474,1,1.79,33.5927,0,0,31,21.1473,15,206,751.06,212.3727,3,1,6,6,0.4444,5,0,61.77,4.9069,233.0931,2.378,66,0,0,0,15,233.6955,0.2581
train475,1,3.33,87.8898,17,17,75,51.3622,52,1419,4744.14,522.2342,8,4,2,9,0.5,10,1,200.07,6.7004,642.1407,1.298,262,0,0,0,45,642.6294,0.1867
train476,1,2.78,51.1201,12,12,43,30.6199,26,400,1473.06,303.9013,2,0,5,13,0.5,10,1,31.78,5.7004,352.1221,5.226,128,0,0,0,24,352.4188,0.1395
train477,1,2.89,64.0026,16,16,55,37.1754,31,859,2437.08,369.7778,2,2,5,9,0.5,13,2,115.32,5.9542,414.1726,5.539,144,0,0,0,29,414.523,0.1273
train478,1,2.34,46.9327,10,11,42,26.6893,28,434,1286.09,297.7256,3,2,3,10,0.5,11,0,45.15,5.8074,378.1167,3.871,142,0,0,0,26,378.3128,0.1905
train479,1,2.56,52.0809,10,11,46,32.8391,29,447,1751.08,317.9583,4,1,3,16,0.5,6,0,75.01,5.858,361.1438,3.272,146,0,0,0,26,361.3682,0.1739
train480,1,3.77,67.7556,18,18,57,34.5444,34,809,2670.05,394.9732,4,1,4,15,0.5,8,1,44.7,6.0875,415.206,6.192,164,0,0,0,31,415.5035,0.1053
train481,1,3,43.9595,12,12,37,20.5645,23,278,1220.03,244.1208,1,2,0,14,0.5,3,0,43.7,5.5236,267.1259,2.857,116,0,0,0,20,267.323,0.1351
train482,1,2.89,55.045,6,6,47,31.995,25,462,1895.05,322.5749,3,0,3,6,0.5,6,0,23.55,5.6439,354.1266,3.885,118,0,0,0,23,355.3025,0.234
train483,1,3.33,62.085,12,12,51,31.995,30,569,2214.05,360.593,3,0,3,6,0.5,6,0,23.55,5.9069,402.1266,4.643,144,0,0,0,27,403.3455,0.1765
train484,1,2.89,54.7828,6,6,50,35.8572,27,547,2104.06,327.6514,3,0,3,6,0.4615,8,0,23.55,5.7549,354.1919,3.566,130,0,0,0,25,354.4105,0.24
