CompName,Expt,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
train361,1,3.5081,90.2398,142.4317,50.41,341.773,341.0731,4,1,2,1,4,0,6,24,37,0,0,4,3,0,1,1,0,1,2,0,0,0.1111,13.3337,7.8258,5.9019,4.2672,3.1408,7.4478,5.4654,4.0321,2.9687,-2.5,15.0527,5.8511,2.3317,0,20.3693,13.1516,5.8172,22.6452,53.6538,5.0226,5.6874,0,4.3904,0,11.6009,9.4969,0,9.5511,4.9924,13.1516,0,82.1465,0,5.6874,17.3126,5.1065,9.5595,9.3744,0,0,23.7337,30.3318,16.1495,29.8346,18.2485,0,0,0,0,18,1,1,0,0,0,0,0,3,1,0,24,5,0,0,13,9,0,2,5,4,1,1,0,0,3,1,0,0,11,9,0,0,0,1,2,1,0,0,0,4,2
train362,1,2.3765,25.964,46.014,0,133.405,131.93,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9017,2.2008,3.6294,0,0,1.0669,0.7812,0,0,0.87,5.87,1.5454,52.9974,0,3.7925,0,0,6.9237,0,0,0,0,0,0,34.8028,0,0,0,0,10.7163,0,0,0,0,34.8028,0,0,0,0,0,34.8028,6.9237,0,0,0,3.7925,0,0,0,2,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train363,1,1.7875,16.775,37.9041,0,118.485,117.9797,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4749,1.7223,1.0161,0.4546,0,1.1878,0.7488,0.1515,0,0.08,6.08,1.687,4.08,0,12.0563,0,0,0,0,0,0,0,13.1712,0,11.6009,13.1712,0,0,0,6.1763,5.88,0,0,0,11.6009,0,0,0,13.1712,11.6009,0,0,0,0,5.88,0,0,0,6.1763,2,3,1,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train364,1,2.4425,29.746,40.564,0,86.178,86.1096,0,0,2,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9916,2.7701,2.1825,0.866,0.5774,2.7701,2.1825,0.866,0.5774,0,6,3.2,4,0,0,0,5.9179,33.6129,0,0,0,0,0,0,0,0,0,0,5.9179,33.6129,0,0,0,0,0,0,0,0,0,0,33.6129,5.9179,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train365,1,0.6347,21.9238,32.6283,20.23,74.123,74.0732,1,1,1,1,1,0,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7317,1.8792,1.5764,0.3651,0,1.8792,1.5764,0.3651,0,-0.04,4.96,2.2125,3.96,0,11.7134,0,5.9179,13.8475,0,0,0,0,0,0,0,5.1065,0,0,5.9179,13.8475,6.6069,0,0,0,0,5.1065,0,0,0,0,13.8475,5.9179,6.6069,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,0,1,2,1,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train366,1,2.4425,29.746,40.564,0,86.178,86.1096,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2071,2.5607,2.9142,1.0607,0,2.5607,2.9142,1.0607,0,0,6,1.6327,4,0,0,0,5.415,34.1158,0,0,0,0,0,0,0,0,0,0,5.415,34.1158,0,0,0,0,0,0,0,0,0,0,34.1158,5.415,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train367,1,2.4425,29.746,40.564,0,86.178,86.1096,0,0,2,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9916,2.8081,1.9217,1.3938,0.2887,2.8081,1.9217,1.3938,0.2887,0,6,3.2,2.25,0,0,0,5.9179,33.6129,0,0,0,0,0,0,0,0,0,0,5.9179,33.6129,0,0,0,0,0,0,0,0,0,0,33.6129,5.9179,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train368,1,3.81512,90.3098,142.4317,50.41,341.773,341.0731,4,1,1,1,4,0,6,24,37,1,1,4,3,0,1,1,0,1,2,0,0,0.1111,13.4969,7.7913,5.9948,4.3001,3.1483,7.4133,5.5584,4.065,2.9762,-2.5,15.0527,5.5432,2.2469,0,20.3693,0,12.741,28.8731,53.6538,5.0226,5.6874,0,4.3904,0,11.6009,9.4969,0,9.5511,4.9924,13.1516,0,82.1465,0,5.6874,17.3126,5.1065,4.5671,14.3668,0,0,23.7337,37.2556,16.1495,23.2898,11.6416,6.2279,0,0,0,18,1,1,0,0,0,0,0,3,1,0,24,5,0,0,13,9,0,1,5,4,1,1,0,0,4,0,0,0,10,10,0,0,0,1,2,1,0,0,0,4,2
train369,1,1.3506,42.4105,64.6669,49.33,151.165,151.0633,3,2,1,2,2,1,3,11,20,0,0,1,1,0,0,0,0,0,1,0,0,0.125,6.1649,3.2491,2.2281,1.1877,0.748,3.2491,2.2281,1.1877,0.748,-1.51,7.5954,3.0531,2.2923,5.3168,11.0137,4.7945,0,6.9237,24.2655,0,0,0,5.6874,5.7495,0,9.9011,0,0,0,6.9237,5.3168,24.2655,0,5.7495,11.5946,10.4233,4.7945,0,0,0,0,24.2655,12.6111,0,5.7495,0,5.9072,0,0,8,0,0,0,0,0,0,1,0,2,0,11,4,1,0,3,3,0,1,5,3,2,2,0,0,3,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
train370,1,1.185,58.4774,94.9671,75.27,226.276,226.1317,5,2,4,2,3,4,5,16,34,0,0,1,0,1,1,0,1,1,0,0,0,0.7273,9.9234,5.5895,4.6056,3.0754,1.8399,5.5895,4.6056,3.0754,1.8399,-1.39,12.6784,4.6342,2.2297,10.6336,17.8455,9.5891,11.3329,40.0337,0,0,0,0,4.7945,0,0,14.3836,0,10.6336,11.3329,40.0337,0,0,0,0,17.8455,0,20.2227,4.7945,0,0,20.7712,25.1804,0,0,5.415,0,11.8144,0,6.0311,11,0,0,0,0,0,0,0,2,3,0,16,7,3,0,6,0,0,4,8,5,2,2,0,0,6,3,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0
train371,1,4.5347,103.6773,161.5158,40.54,420.322,419.0896,3,1,6,1,3,0,5,26,49,0,0,3,2,1,1,0,1,1,2,0,0,0.381,16.2132,9.7508,7.8294,5.6378,3.703,8.9578,6.9137,5.1092,3.4387,-1.56,19.2085,8.4204,4.7829,0,35.424,5.6011,5.8172,41.6047,53.0037,0,0,0,4.3904,0,15.9299,14.2915,0,4.8999,0,31.2843,19.6343,69.9478,0,0,21.7132,10.0064,4.7945,4.3904,0,0,28.0627,67.7689,29.5465,5.6011,5.8172,5.7832,0,0,0,21,1,0,1,0,0,0,0,1,2,0,26,9,1,0,12,6,0,6,5,3,1,1,0,0,4,3,1,0,12,5,1,0,0,0,3,0,0,0,0,0,0
train372,1,0.9854,20.972,31.9956,17.07,72.107,72.0575,1,0,1,0,1,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0.75,3.6154,1.7648,1.0556,0.4979,0,1.7648,1.0556,0.4979,0,-0.33,4.67,1.9425,3.67,0,5.7832,4.7945,0,20.2683,0,0,0,0,0,0,0,4.7945,0,0,0,20.2683,0,0,0,0,5.7832,4.7945,0,0,0,0,6.9237,6.9237,6.4208,0,5.7832,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,5,3,1,0,0,0,0,1,2,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train373,1,3.3712,83.067,127.0884,40.62,300.745,300.0666,4,0,1,0,2,2,5,21,34,0,0,3,2,0,1,0,0,1,2,0,0,0.125,12.1707,6.8963,5.2637,3.7152,2.5815,6.5183,4.8273,3.4801,2.4152,-2.33,13.6438,5.2201,2.383,9.7998,18.862,9.5891,0,6.4208,48.5309,5.0226,0,0,17.0622,0,11.6009,9.5891,0,0,0,6.4208,16.8475,53.5536,0,0,40.4775,4.8999,14.489,0,0,0,29.8,30.3318,17.7577,11.3748,6.4208,0,11.8144,0,0,16,0,1,0,0,0,0,0,2,2,0,21,3,2,0,12,6,0,1,6,4,0,0,0,0,4,0,0,0,9,8,0,0,0,0,2,1,0,0,0,2,1
train374,1,1.1703,13.851,20.4633,0,42.081,42.047,0,0,0,0,0,0,0,3,9,0,0,1,0,1,1,0,0,0,0,1,1,1,2.1213,1.5,1.0607,0.3536,0,1.5,1.0607,0.3536,0,0,1.3333,0.2222,0,0,0,0,0,19.2625,0,0,0,0,0,0,0,0,0,0,0,19.2625,0,0,0,0,0,0,0,0,0,0,19.2625,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
train375,1,3.2721,80.9694,114.4071,29.26,252.361,252.1626,2,2,3,1,2,0,2,19,39,0,0,3,2,0,1,0,0,1,2,0,0,0.2941,11.1789,7.0335,5.0513,3.8143,2.8605,7.0335,5.0513,3.8143,2.8605,-1.8,12.2449,5.4525,2.3605,10.6336,13.0895,12.8416,0,17.5477,48.5309,0,0,0,11.3748,0,0,0,0,0,5.7337,19.2625,17.9894,59.6578,0,0,11.3748,10.6336,0,0,0,0,36.3982,49.0669,17.9195,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,0,0,19,4,0,0,11,6,0,3,2,2,2,1,0,0,1,3,0,0,10,5,0,0,0,0,2,1,0,0,0,4,2
train376,1,3.1538,81.81,122.0624,32.67,284.746,284.0716,3,0,1,0,2,1,4,20,33,0,0,3,2,0,1,0,0,1,2,0,0,0.125,11.7625,6.7076,5.0815,3.6039,2.4776,6.3296,4.6451,3.3688,2.3055,-2.13,12.8813,5.0977,2.2075,4.8999,25.2113,4.7945,0,11.1269,53.5233,5.0226,0,0,5.6874,0,11.6009,4.7945,0,0,4.9924,0,18.4923,64.6805,0,0,28.9072,4.8999,9.7869,0,0,0,41.9328,18.1991,23.1972,11.3991,6.5448,0,5.9072,0,0,16,0,1,0,0,0,0,0,2,1,0,20,3,1,0,11,7,0,1,4,3,0,0,0,0,3,0,0,0,10,7,0,0,0,0,2,1,0,0,0,2,1
train377,1,1.4215,16.573,29.3458,0,84.933,83.9534,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9749,1.6036,0.9091,0,0,0.5345,0.101,0,0,0.58,3.58,2.58,2.58,0,5.3392,0,0,0,0,0,0,0,0,0,23.2019,0,0,0,0,0,5.3392,0,0,0,23.2019,0,0,0,0,23.2019,0,0,0,5.3392,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train378,1,2.3528,22.785,57.7136,9.23,184.491,183.9714,1,0,3,0,1,0,7,10,12,1,1,0,0,0,0,0,0,0,0,0,0,1,5.0867,2.4158,1.6242,0.7543,0.2216,1.9793,1.241,0.5003,0.1702,-0.1,9.9,3.3378,3.1657,0,18.351,4.7369,0,0,0,0,0,0,21.9521,0,11.6009,26.6889,0,0,0,18.351,0,0,0,0,11.6009,0,4.7369,4.3904,17.5617,0,11.6009,0,0,0,0,0,0,5.6309,12.7201,3,5,1,0,0,0,0,0,0,1,0,10,9,0,0,0,0,0,3,2,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train379,1,-0.0014,12.7598,19.8984,20.23,46.069,46.0419,1,1,0,1,1,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1543,1.0233,0.3162,0,0,1.0233,0.3162,0,0,-0.04,2.96,1.96,1.96,0,11.7134,0,0,6.9237,0,0,0,0,0,0,0,5.1065,0,0,0,6.9237,6.6069,0,0,0,0,5.1065,0,0,0,0,0,6.9237,6.6069,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train380,1,2.249,35.82,50.1613,0,106.168,106.0783,0,0,1,0,0,0,0,8,18,0,0,1,1,0,0,0,0,0,1,0,0,0.25,5.0939,2.9713,1.8392,1.2511,0.7137,2.9713,1.8392,1.2511,0.7137,-0.78,5.3585,2.5083,1.0935,0,0,6.4208,0,12.4872,30.3318,0,0,0,0,0,0,0,0,0,0,13.3446,0,35.8953,0,0,0,0,0,0,0,0,37.2556,11.9843,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
train381,1,1.7737,75.276,125.6731,64.43,303.293,303.1019,6,0,2,0,5,1,7,22,36,0,0,3,2,0,1,1,0,1,1,0,0,0.2667,12.168,6.813,4.953,3.5174,2.4941,6.813,4.953,3.5174,2.4941,-2.7,14.2462,5.2497,2.1442,0,39.982,11.2816,5.8172,33.4641,24.5264,0,5.6874,0,4.3904,0,0,18.7164,0,14.451,0,13.4685,13.6546,47.2949,0,5.6874,11.8765,9.6368,9.3616,14.1689,0,0,0,25.1228,7.0477,30.0964,12.1445,5.6939,0,5.9072,5.9693,15,1,0,0,0,0,0,0,3,3,0,22,6,2,0,11,5,0,2,9,6,0,0,0,0,5,2,1,0,6,8,0,0,0,1,1,1,0,0,0,4,2
train382,1,4.3081,113.5978,178.8197,29.95,437.531,437.1749,4,1,6,1,5,0,8,30,56,0,0,4,2,1,2,0,1,2,2,0,0,0.4545,17.5529,11.0841,8.7459,6.8205,5.153,10.2676,7.6621,5.6902,4.0769,-1.74,21.4905,9.1767,4.7713,4.8999,67.3265,6.1763,0,11.9843,52.2555,0,0,0,24.546,0,11.7619,18.2778,0,9.7998,0,22.3881,57.3201,48.028,0,0,23.1367,14.9063,4.8999,0,13.1712,0,23.8946,43.2974,49.0595,23.5451,0,0,0,0,6.1763,22,3,0,0,0,1,0,0,3,1,0,30,11,0,0,16,6,0,6,5,4,1,1,0,0,4,5,0,1,12,8,0,0,0,0,4,0,0,0,0,4,2
train383,1,1.7088,22.204,44.7546,9.23,126.077,126.0292,1,0,2,0,1,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.0337,1.8531,1.0928,0.3648,0.1534,1.8531,1.0928,0.3648,0.1534,-0.67,7.33,2.5916,5.33,0,12.7832,4.7369,0,0,12.841,0,0,0,13.1712,0,0,17.9081,0,0,0,6.1763,6.6069,12.841,0,0,0,4.7369,0,0,13.1712,0,6.5789,0,0,6.2621,0,6.6069,0,0,6.1763,4,3,0,0,0,0,0,0,0,1,0,8,6,1,0,0,0,0,2,2,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train384,1,4.4256,100.9873,157.9515,40.54,375.871,375.1401,3,1,6,1,3,0,5,26,49,0,0,3,2,1,1,0,1,1,2,0,0,0.381,15.3831,9.3357,7.3502,5.3611,3.5647,8.9578,6.9137,5.1092,3.4387,-1.75,19.0239,8.2953,4.697,0,35.424,5.6011,5.8172,41.6047,48.5309,5.0226,0,0,4.3904,0,11.6009,14.2915,0,4.8999,0,31.2843,19.6343,70.4977,0,0,17.3842,10.0064,4.7945,4.3904,0,0,23.7337,67.7689,30.0964,5.6011,5.8172,5.7832,0,0,0,21,1,1,0,0,0,0,0,1,2,0,26,9,1,0,12,6,0,6,5,3,1,1,0,0,4,3,1,0,12,5,1,0,0,0,3,0,0,0,0,0,0
train385,1,2.9767,34.433,46.9289,0,100.205,100.1252,0,0,4,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5355,3.4142,2.0607,1.2071,0.6768,3.4142,2.0607,1.2071,0.6768,0,7,6,6,0,0,0,0,45.9516,0,0,0,0,0,0,0,0,0,0,0,45.9516,0,0,0,0,0,0,0,0,0,0,45.9516,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,4,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train386,1,2.5866,29.816,40.564,0,86.178,86.1096,0,0,3,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8284,2.9142,1.7071,0.9571,0.5,2.9142,1.7071,0.9571,0.5,0,6,5,4,0,0,0,0,39.5308,0,0,0,0,0,0,0,0,0,0,0,39.5308,0,0,0,0,0,0,0,0,0,0,39.5308,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train387,1,2.3528,22.785,57.7136,9.23,184.491,183.9714,1,0,2,0,1,0,7,10,12,1,1,0,0,0,0,0,0,0,0,0,0,1,5.0867,2.4181,1.6508,0.83,0.2452,1.9817,1.2544,0.4797,0.1675,-0.1,9.9,3.3378,3.8376,0,18.351,4.7369,0,0,0,0,0,0,21.9521,0,11.6009,26.6889,0,0,0,18.351,0,0,0,0,11.6009,0,4.7369,0,21.9521,0,11.6009,0,0,0,0,0,5.5631,0,12.7878,3,5,1,0,0,0,0,0,0,1,0,10,9,0,0,0,0,0,2,2,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train388,1,2.0293,27.45,55.5203,9.23,164.966,163.9607,1,0,2,0,1,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5093,2.5883,2.1629,1.0343,0.2673,1.7154,1.0666,0.5262,0.0891,0.4,8.4,2.8024,2.1121,0,18.0547,4.7369,0,0,0,0,0,0,8.7808,0,23.2019,13.5177,0,0,0,10.9449,7.1098,0,0,0,23.2019,4.7369,0,0,8.7808,0,23.2019,0,7.1098,0,0,4.8363,0,0,6.1086,3,2,2,0,0,0,0,0,0,1,0,8,7,0,0,0,0,0,2,2,1,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train389,1,2.1965,27.632,39.5581,0,84.162,84.0939,0,0,0,0,0,0,0,6,18,0,0,1,0,1,1,0,0,0,0,1,1,1,4.4058,2.8938,2.3896,1.6438,1.1299,2.8938,2.3896,1.6438,1.1299,0,4.1667,1.6327,0.7347,0,0,0,5.9179,32.607,0,0,0,0,0,0,0,0,0,0,5.9179,32.607,0,0,0,0,0,0,0,0,0,0,32.607,5.9179,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0
train390,1,4.5522,87.5667,128.6785,15.27,304.846,304.0801,2,1,4,1,3,0,4,20,37,0,0,3,2,0,1,0,0,1,2,0,0,0.25,12.9686,7.9741,6.3108,4.7616,3.6998,6.7796,4.7906,3.3962,2.4573,-1.16,13.8062,6.0826,2.662,10.2167,20.1372,0,0,6.4208,52.2555,5.0226,0,0,11.3748,0,23.3628,0,0,5.3168,0,16.2118,25.0371,47.4872,0,0,34.7376,10.2167,0,0,0,0,35.4956,50.3451,21.3584,11.3748,0,0,0,0,0,16,0,1,0,0,1,0,1,1,0,0,20,6,0,0,10,6,0,4,2,2,1,1,0,0,2,4,0,0,8,6,0,0,0,0,3,0,0,0,0,4,2
train391,1,4.2915,82.6944,122.1036,29.26,290.819,290.0644,2,2,3,1,3,0,4,19,34,0,0,3,2,0,1,0,0,1,2,0,0,0.2,12.046,7.5288,5.9959,4.539,3.5352,6.3343,4.4757,3.1736,2.2928,-1.16,12.8527,5.4515,2.4584,10.6336,13.0895,0,0,6.4208,52.2555,5.0226,0,0,11.3748,0,23.3628,0,0,0,5.7337,16.2118,17.9894,47.4872,0,0,34.7376,10.6336,0,0,0,0,35.4956,43.2974,21.3584,11.3748,0,0,0,0,0,15,0,1,0,0,1,0,1,1,0,0,19,5,0,0,10,6,0,3,2,2,2,1,0,0,2,3,0,0,8,6,0,0,0,0,3,0,0,0,0,4,2
train392,1,2.625,92.94,151.3213,39.68,370.419,370.198,5,0,6,0,4,1,8,26,51,0,0,3,1,2,2,1,2,2,0,0,0,0.6667,14.8412,9.2166,6.9206,5.0929,3.5468,9.2166,6.9206,5.0929,3.5468,-1.83,18.9462,8.2428,4.8698,4.8999,66.5043,10.9708,0,31.2467,18.3296,0,0,0,18.9891,0,0,17.9658,0,14.7838,0,31.8596,50.7132,23.893,0,0,11.725,9.7998,9.6944,4.984,13.1712,0,0,37.94,51.8862,5.5635,5.8179,0,5.9072,0,6.1763,18,3,0,0,0,0,0,0,4,1,0,26,10,1,0,14,3,0,6,6,5,0,0,0,0,4,4,0,1,11,6,0,0,0,1,2,0,0,0,0,0,0
train393,1,2.1965,25.199,34.199,0,72.151,72.0939,0,0,2,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,1,4.1213,2.4142,1.3536,0.7071,0.3536,2.4142,1.3536,0.7071,0.3536,0,5,4,4,0,0,0,0,33.1099,0,0,0,0,0,0,0,0,0,0,0,33.1099,0,0,0,0,0,0,0,0,0,0,33.1099,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train394,1,3.7878,90.871,135.8501,40.62,308.381,308.1525,4,0,5,0,2,2,4,23,43,0,0,3,2,1,1,0,1,1,2,0,0,0.2632,13.1831,8.0167,5.666,4.0616,2.877,8.0167,5.666,4.0616,2.877,-2.62,15.2824,6.6487,2.8427,10.0178,11.8144,9.5891,5.9179,26.1862,60.6637,0,0,0,11.3748,0,0,9.5891,0,0,5.9179,26.1862,10.0178,60.6637,0,0,23.1891,0,9.5891,10.0178,0,0,56.1636,30.6863,0,11.3748,5.9179,0,0,11.8144,0,19,0,0,0,0,0,0,0,2,2,0,23,6,2,0,11,6,0,5,6,4,0,0,0,0,3,3,0,0,10,7,0,0,0,1,2,0,0,0,0,0,0
train395,1,0.3887,17.3768,26.2634,20.23,60.096,60.0575,1,1,1,1,1,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8614,1.5233,0.7236,0.2236,0,1.5233,0.7236,0.2236,0,-0.04,3.96,2.96,1.96,0,11.7134,0,0,13.3446,0,0,0,0,0,0,0,5.1065,0,0,0,13.3446,6.6069,0,0,0,0,5.1065,0,0,0,0,6.9237,6.4208,6.6069,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,1,2,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train396,1,2.5775,78.5885,113.7604,41.49,259.349,259.1572,3,2,6,2,3,0,3,19,40,1,1,2,2,0,0,0,0,0,2,0,0,0.375,11.4658,6.6858,5.0051,2.9426,1.9382,6.6858,5.0051,2.9426,1.9382,-1.58,13.8425,6.5471,3.9447,10.0537,30.404,0,0,13.8475,42.4646,0,10.7724,0,0,5.7495,0,9.8434,0,5.3168,0,25.9933,13.1516,42.4646,0,5.7495,10.7724,15.1602,0,0,0,0,50.2457,11.4526,17.9728,0,18.4604,0,0,0,0,16,0,0,0,0,0,0,1,0,2,0,19,9,0,0,6,5,0,6,5,3,2,2,0,0,3,4,2,0,7,3,0,0,0,0,2,0,0,0,0,2,1
train397,1,2.4747,82.407,131.8778,64.43,319.386,319.0991,6,0,1,0,6,1,7,22,39,0,0,3,2,0,1,2,0,1,0,0,0,0.4,13.7303,7.7858,7.1241,4.1822,3.2282,6.9062,6.2079,3.2905,2.3514,-2.15,14.7734,4.9452,2.4108,0,38.9762,11.2816,0,46.6253,17.7737,0,5.6874,0,0,0,11.3368,14.3259,0,14.451,0,32.917,7.0477,34.0388,0,5.6874,23.2133,9.6368,9.3616,9.7785,0,11.3368,0,32.2176,7.0477,17.9261,16.8055,5.6939,0,5.9072,5.9693,15,0,0,0,0,1,0,0,3,3,0,22,7,2,0,10,5,0,1,9,6,0,0,0,0,6,1,1,1,6,7,0,0,0,2,0,1,0,0,0,4,2
train398,1,2.8457,79.5017,115.5462,32.34,260.381,260.1889,3,1,7,1,2,1,3,19,43,0,0,2,1,0,1,0,0,1,1,0,0,0.5625,12.0373,7.3717,5.2598,3.6615,2.7961,7.3717,5.2598,3.6615,2.7961,-1.35,14.0675,6.7113,3.5673,5.3168,30.4414,17.6362,0,37.816,18.1991,0,0,0,5.6874,0,0,4.7945,0,4.8999,0,39.5308,24.9511,29.326,0,0,11.5946,10.2167,4.7945,0,0,0,25.9802,49.5452,12.2321,6.4208,0,0,5.9072,0,0,16,0,0,0,0,0,0,1,1,1,0,19,9,1,0,7,3,0,7,4,3,1,1,0,0,3,6,1,0,5,4,0,0,0,1,1,0,0,0,0,2,1
train399,1,2.6293,24.495,51.9988,0,194.953,193.9354,0,0,1,0,0,0,5,8,11,1,1,0,0,0,0,0,0,0,0,0,0,1,5.2603,2.6809,2.204,0.7095,0.5421,1.7652,1.2104,0.3858,0.175,0.2,8.2,2.6602,6.2,0,11.2572,0,0,6.4208,0,0,0,0,17.5617,0,15.9299,17.5617,0,0,0,17.6781,0,0,0,0,15.9299,0,0,4.3904,13.1712,0,15.9299,0,0,6.4208,0,5.0809,0,0,6.1763,3,4,0,1,0,0,0,0,0,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
